lemma;id;pos;gloss;Russian gloss
лихоимьць;136292;Nb;covetous;корыстолюбец
лихыи;124052;A-;rakish, bad, surplus;лихой, плохой, излишний
лице;124909;Nb;face;лицо
лицемѣрець;140538;Nb;dissembler;лицемер
лицемѣрие;140610;Nb;hypocrisy;лицемерие
лиць;134252;Df;face;лицом
лишати;132342;V-;deprive;лишать
лише;124539;Df;excessively;излишне
лишекъ;136075;Nb;surplus;излишек
лишение;135522;Nb;deprivation;лишение
лишити;132766;V-;deprive;лишить
лишьнии;140585;A-;excess;лишний
лия;130994;Ne;Leah;Лия
лияти;131320;V-;pour;лить
лобковъ;140420;Ne;Lobkov;Лобков
лобызати;130941;V-;kiss;целовать
ловитва;131494;Nb;prey;добыча
ловити;120485;V-;catch;ловить
ловище;125115;Nb;catching;ловля
ловля;135578;Nb;catching;ловля
ловоть;122746;Ne;Lovot;Ловоть
ловушка;140806;Nb;trap;ловушка
ловъ;125364;Nb;hunting;охота
ловьць;125574;Nb;catcher;ловец
ловьчии;125587;A-;hunting;охотничий
логинъ;139042;Ne;Login;Логин
логожьскъ;133908;Ne;Logozhsk;Логожск
логофетъ;143426;Nb;Logofet;управляющий ведомством
лодъка;139281;Nb;boat;лодка
лодыжка;140807;Nb;ankle;лодыжка
лодья;121059;Nb;boat;ладья
ложе;130868;Nb;bed;постель
ложечька;140794;Nb;spoon;ложечка
ложити;133692;V-;lie down;ложиться
ложька;135980;Nb;spoon;ложка
лоза;134812;Nb;vine;лоза
локоть;144080;Nb;elbow;локоть
локрия;124114;Ne;Lokria;Локрия
локтишко;140870;Nb;elbow;локоть
ломати;140650;V-;break;ломать
ломити;130227;V-;ache;ломить
ломъковъ;139136;Ne;Lomkov;Ломков
лоно;131762;Nb;stomach, chest;живот, грудь
лоньщниа;137730;Nb;domestic animal;домашнее животное
лопата;137065;Nb;shovel;лопата
лопатище;140594;Ne;Lopatische;Лопатище
лопатъка;140599;Nb;shoulder blade;лопатка
лось;134580;Nb;elk;лось
лотовъ;133346;A-;Loth's;Лотов
лотъ;124988;Ne;Lotus;Лот
лошадь;134031;Nb;horse;лошадь
лошадька;136491;Nb;horse;лошадь
лубие;136126;Nb;bean pod;бобовый стручок
лубъ;140590;Nb;bast;луб
лубьнъ;133958;Ne;Luben;Лубен
луга;125119;Ne;Luga;Луга
лугъ;131023;Nb;meadow;луг
луеи;138389;Ne;Luei;Луеи
лужьскыи;124127;A-;Luga;лужский
лука;125472;Ne;Luke;Лука
лукавовати;139887;V-;be cunning;лукавить
лукавыи;130991;A-;sly;лукавый
лукавьновати;133523;V-;be cunning;лукавить
лукавьство;125600;Nb;craftiness;лукавство
лукавьствовати;125673;V-;be cunning;лукавить
лукамля;133907;Ne;Lukamlia;Лукамля
лукинии;143105;Ne;Lucinii;Лукиний
лукинъ;125597;A-;Luca's;Лукин
лукъ;130327;Nb;bow, onion;лук
лукъно;131278;Nb;measure of capacity;мера объема
лукъньце;142970;Nb;measure of capacity;мера объема
лукьянъ;140075;Ne;Lucian;Лукьян
луна;125272;Nb;moon;луна
лутичи;122695;Nb;Lutichians;лутичи
лутохинъ;140425;Ne;Lutokhin;Лутохин
лухитая;124120;Ne;Lukhitaia;Лухитая
луча;131665;Nb;ray;луч
лучанинъ;132890;Nb;Lucanin;лучанин(племя)
луче;130326;Df;better;лучше
лучии;123725;A-;best, better;лучший, лучше
лучити;135721;V-;happen;случиться
лучъ;132249;Nb;ray;луч
лучьскъ;132889;Ne;Luchsk;Лучск
лъбъ;125358;Nb;forehead;лоб
лъгати;132492;V-;lie;лгать
лъжа;132341;Nb;false;ложь_
лъжехристъ;142637;Nb;false Christ;лжехристос
лъживыи;133128;A-;lying;лживый
лъжица;130672;Nb;lie;ложь_
лъжь;132928;Nb;lie;ложь_
лъжьныи;134954;A-;false;ложный
лыбѣдь;122938;Ne;Lybed;Лыбедь
лыко;136829;Nb;bast;лыко
лысина;136813;Nb;bald head;лысина
лыскарь;132819;Nb;shovel;лопата
лысково;140598;Ne;Lyskovo;Лысково
лычьныи;136832;A-;bast;из лыка
львъ;121146;Ne;Leo;Лев
львъ;142888;Nb;lion;лев
льгота;133490;Nb;ease, exemption;легкость, льгота
льгъко;124882;Df;light;легко
льгъкыи;121129;A-;light;легкий
льзѣ;125043;Df;may, possible;можно
льнъ;129840;Nb;linen;лён
льняныи;142831;A-;linen;льняной
льстивыи;125682;A-;flattering;льстивый
льстити;125544;V-;flatter;льстить
льсть;125668;Nb;flattery;лесть
льстьныи;134736;A-;deceptive;обманчивый
льто;131891;Ne;Leto;Лето
льтьць;132614;Ne;Letets;Летец
лѣвыи;132006;A-;left;левый
лѣгати;133890;V-;lie;лежать
лѣзвона;124140;Ne;Lezvona;Лезвона
лѣзти;134081;V-;swarm;лезть
лѣна;139155;Ne;Lena;Лена
лѣнивыи;134100;A-;lazy;ленивый
лѣнити;133480;V-;refl: be lazy;возр: лениться
лѣность;132572;Nb;laziness;леность
лѣпота;129903;Nb;beauty;красота
лѣпотьныи;142978;A-;bautiful;красивый
лѣпыи;132304;A-;bautiful, good;красивый, хороший
лѣпѣи;129719;A-;best, better;лучший
лѣсовыи;137211;A-;wood;деревянный
лѣствица;143233;Nb;stairs, ladder;лестница
лѣстница;135886;Nb;stairs, ladder;лестница
лѣсъ;122699;Nb;forest;лес
лѣтати;141534;V-;fly;летать
лѣтникъ;135789;Nb;kind of clothes;вид одежды
лѣтописание;123406;Nb;chronicles;летописание
лѣтописьць;130763;Nb;chronicler;летописец
лѣчьбьныи;137686;A-;healing;лечебный
лѣчьць;141112;Nb;doctor;врач
любити;125022;V-;love, like;любить
любо;120476;G-;even if;даже если
любо;124500;Df;anything;угодно
любо;132413;C-;either... or...;либо
любодѣание;142634;Nb;adultery;прелюбодеяние
любодѣи;137207;Nb;adulterer;прелюбодей
любодѣиныи;138881;A-;adulterous;прелюбодейный
любодѣица;129826;Nb;adulterer;прелюбодей
любодѣяти;123423;V-;commit adultery;прелюбодействовать
любъвьникъ;132648;Nb;lover;любовник
любъвьныи;135351;A-;loving;любящий
любы;123546;Nb;love;любовь
любыи;124828;A-;any, good;любой, хороший
любьзнивыи;125692;A-;amiable;любезный
любьзно;141227;Df;kindly;любезно
любьчанинъ;125343;Ne;Lubchanin;Любчанин
людинъ;138594;Nb;commoner;простолюдин
людъ;144148;Nb;people;народ
людьныи;143875;A-;crowded;людный
людьскыи;130172;A-;people, secular;людской, народа, светский
люто;143384;Df;fiercery;люто, очень
лютъ;125365;Ne;Liut;Лют
лютыи;125594;A-;furious;яростный
лютѣ;130475;I-;woe!;горе!
лютѣ;141301;Df;fiercely, very;люто, очень
лягушка;140808;Nb;frog;лягушка
лядьскыи;130675;A-;Liady;лядский
ляжати;142756;V-;lie;лежать
лямка;139459;Nb;shoulder strap for traction;ремень через плечо для тяги
ляхъ;121224;Nb;Pole;поляк
ляшько;131829;Ne;Liashko;Ляшко
маврикии;132254;Ne;Mauritius;Маврикий
мавритания;124009;Ne;Mauritania;Мавритания
магометовъ;143477;A-;Mahomet's;Магометов
магометъ;140355;Ne;Muhammad;Магомет
мадиамьскыи;134401;A-;Madiom;мадиамский
мадимьянинъ;130267;Nb;resident of Madian;мадиамлянин
мадиомъ;143420;Ne;Madiom;Мадиом
мадиямлянинъ;143421;Nb;resident of Madian;мадиамлянин
мазати;130150;V-;smear;мазать
мазовъшане;122697;Nb;residents of Mazovia;мазовшане
маи;137136;Nb;May;май
макарии;143590;Ne;Makary;Макарий
македонии;132906;Ne;Macedonius;Македоний
македония;124111;Ne;Macedonia;Македония
македоньскыи;121216;A-;Macedonian;македонский
макидоне;124506;Nb;Macedonian;макидоняне
маковица;144150;Nb;dome;купол
максимияна;144345;Ne;Maximiana;Максимиана
максимовъ;142646;A-;Maxim's;Максимов
максимъ;140360;Ne;Maxim;Максим
макъ;136204;Nb;poppy;мак
малакия;136439;Nb;fornication;блуд
малакса;140945;Ne;Malaxa;Малакса
малахия;130412;Ne;Malachi;Малахия
малиновыи;136242;A-;crimson;малиновый
мало;120417;Df;a little bit;мало, понемногу
маловрѣменьныи;141324;A-;momentary;кратковременный
маломощьныи;134952;A-;mutilated;увечный
малуша;125372;Ne;Malusha;Малуша
малханъ;144248;Ne;Malkhan;Малхан
малъ;124794;Ne;Mal;Мал
малъкъ;125374;Ne;Malok;Малок
малъфридь ;131328;Ne;Malfrid;Малфрид
малꙑ;123350;Nb;small;маленький
малы;125236;Df;little;немного
малыи;123402;A-;small, few, a little;маленький, мало, немного
малыи;134620;Nb;small;малый
мальнько;139752;Df;a little bit;маленько, немножко
мальчикъ;140587;Nb;boy;мальчик
мама;124525;Ne;Mama;Мама
мамврии;132679;Ne;Mamre;Мамврий
мамона;143802;Nb;demon;бес
манастырь;124369;Nb;monastery;монастырь
манастырьскыи;132215;A-;monastery;монастырский
маникъ;144122;Nb;ruby;рубин
манити;137378;V-;beckon;манить
мановение;138832;Nb;designation;указание
мантия;141349;Nb;mantle;мантия
маньна;130330;Nb;manna;манна
маргаритъ;138717;Ne;Margareth;Маргарит
мардохеи;140874;Ne;Mordecai;Мордехай
маринъ ;133057;Ne;Marin;Марин
мария;130133;Ne;Maria;Мария
марко;138751;Ne;Marco;Марко
марковня;139665;Ne;Markovnia;Марковня
марковъ;140418;Ne;Markov;Марков
мартовьскыи;136511;A-;March;мартовский
мартъ;137389;Nb;March;март
марфа;138741;Ne;Martha;Марфа
масия;124021;Ne;Masia;Масия
маслиньныи;132395;A-;oily;масляный
масло;132658;Nb;butter, oil;масло
мастерица;136112;Nb;mistress;мастерица
мастерокъ;136119;Nb;master;мастер
мастеръ;130770;Nb;master;мастер
мастерьство;135309;Nb;mastery;мастерство
мастерья;135977;Nb;mistress;мастерица
маститыи;134164;A-;venerable;почтенный
масурия;124008;Ne;Masur;Масурия
матерьнии;135209;A-;maternal;материнский
матерьны;140414;A-;obscene;матерный
матерьныи;144463;A-;maternal;материнский
мати;121100;Nb;mother;мать
матфѣи;132663;Ne;Matpheus;Матфей
